TITLE = "FEHM V3.3.0lin 18-01-19 QA:NA  07/06/2018  10:13:46 # run.dat"
VARIABLES = "node" "Liquid Pressure (MPa)" "Temperature (<sup>o</sup>C)"
ZONE T ="Simulation time   0.00000000    days"
 0000003494    12.5393832    52.4406716
 0000003495    12.5393832    52.4406716
 0000003496    12.5393832    52.4406716
 0000003497    12.5393832    52.4406716
 0000003498    12.5393832    52.4406716
 0000003499    12.5393832    52.4406716
 0000003500    12.5393832    52.4406716
 0000003501    12.5393832    52.4406716
 0000003502    12.5393832    52.4406716
 0000003503    12.5393832    52.4406717
 0000003504    12.5393831    52.4406717
 0000003505    12.5393831    52.4406719
 0000003506    12.5393830    52.4406723
 0000003507    12.5393829    52.4406733
 0000003508    12.5393827    52.4406753
 0000003509    12.5393825    52.4406798
 0000003510    12.5393821    52.4406893
 0000003511    12.5393815    52.4407094
 0000003512    12.5393806    52.4407503
 0000003513    12.5393794    52.4408290
 0000003514    12.5393776    52.4409614
 0000003515    12.5393753    52.4410964
 0000003516    12.5393726    52.4407403
 0000003517    12.5393709    52.4367929
 0000003518    12.5393740    52.4080607
 0000003519    12.5393803    52.1562137
 0000003520    12.5393803    52.1562136
 0000003521    12.5393740    52.4080607
 0000003522    12.5393710    52.4367929
 0000003523    12.5393726    52.4407403
 0000003524    12.5393753    52.4410964
 0000003525    12.5393776    52.4409614
 0000003526    12.5393794    52.4408290
 0000003527    12.5393807    52.4407503
 0000003528    12.5393815    52.4407094
 0000003529    12.5393821    52.4406893
 0000003530    12.5393825    52.4406797
 0000003531    12.5393827    52.4406753
 0000003532    12.5393829    52.4406733
 0000003533    12.5393830    52.4406723
 0000003534    12.5393831    52.4406719
 0000003535    12.5393831    52.4406717
 0000003536    12.5393832    52.4406716
 0000003537    12.5393832    52.4406716
 0000003538    12.5393832    52.4406716
 0000003539    12.5393832    52.4406716
 0000003540    12.5393832    52.4406716
 0000003541    12.5393832    52.4406716
 0000003542    12.5393832    52.4406716
 0000003543    12.5393832    52.4406716
 0000003544    12.5393832    52.4406716
 0000003545    12.5393832    52.4406716
 0000003546    12.5393832    52.4406716
 0000003547    12.5393832    52.4406716
 0000003548    12.5393832    52.4406716
 0000003549    12.5393832    52.4406716
 0000003550    12.5393832    52.4406716
 0000003551    12.5393832    52.4406716
 0000003552    12.5393832    52.4406716
 0000003553    12.5393832    52.4406716
 0000003554    12.5393832    52.4406716
 0000003555    12.5393831    52.4406717
 0000003556    12.5393831    52.4406719
 0000003557    12.5393830    52.4406723
 0000003558    12.5393829    52.4406733
 0000003559    12.5393827    52.4406753
 0000003560    12.5393825    52.4406797
 0000003561    12.5393821    52.4406893
 0000003562    12.5393815    52.4407094
 0000003563    12.5393807    52.4407503
 0000003564    12.5393794    52.4408290
 0000003565    12.5393776    52.4409614
 0000003566    12.5393753    52.4410964
 0000003567    12.5393726    52.4407403
 0000003568    12.5393710    52.4367929
 0000003569    12.5393740    52.4080607
 0000003570    12.5393803    52.1562136
 0000003571    12.5393803    52.1562135
 0000003572    12.5393740    52.4080607
 0000003573    12.5393710    52.4367929
 0000003574    12.5393726    52.4407403
 0000003575    12.5393753    52.4410964
 0000003576    12.5393776    52.4409614
 0000003577    12.5393794    52.4408290
 0000003578    12.5393807    52.4407503
 0000003579    12.5393815    52.4407094
 0000003580    12.5393821    52.4406893
 0000003581    12.5393825    52.4406797
 0000003582    12.5393827    52.4406753
 0000003583    12.5393829    52.4406732
 0000003584    12.5393830    52.4406723
 0000003585    12.5393831    52.4406719
 0000003586    12.5393831    52.4406717
 0000003587    12.5393832    52.4406716
 0000003588    12.5393832    52.4406716
 0000003589    12.5393832    52.4406716
 0000003590    12.5393832    52.4406716
 0000003591    12.5393832    52.4406716
 0000003592    12.5393832    52.4406716
 0000003593    12.5393832    52.4406716
 0000003594    12.5393832    52.4406716
 0000003595    12.5393832    52.4406716
 0000003596    12.5393832    52.4406716
 0000003597    12.5393832    52.4406716
 0000003598    12.5393832    52.4406716
 0000003599    12.5393832    52.4406716
 0000003600    12.5393832    52.4406716
 0000003601    12.5393832    52.4406716
 0000003602    12.5393832    52.4406716
 0000003603    12.5393832    52.4406716
 0000003604    12.5393832    52.4406716
 0000003605    12.5393832    52.4406716
 0000003606    12.5393831    52.4406717
 0000003607    12.5393831    52.4406719
 0000003608    12.5393830    52.4406723
 0000003609    12.5393829    52.4406732
 0000003610    12.5393827    52.4406753
 0000003611    12.5393825    52.4406797
 0000003612    12.5393821    52.4406893
 0000003613    12.5393815    52.4407094
 0000003614    12.5393807    52.4407503
 0000003615    12.5393794    52.4408290
 0000003616    12.5393776    52.4409614
 0000003617    12.5393753    52.4410964
 0000003618    12.5393726    52.4407403
 0000003619    12.5393710    52.4367929
 0000003620    12.5393740    52.4080607
 0000003621    12.5393803    52.1562135
 0000003622    12.5393803    52.1562135
 0000003623    12.5393741    52.4080607
 0000003624    12.5393710    52.4367929
 0000003625    12.5393726    52.4407403
 0000003626    12.5393753    52.4410964
 0000003627    12.5393776    52.4409614
 0000003628    12.5393794    52.4408290
 0000003629    12.5393807    52.4407503
 0000003630    12.5393815    52.4407094
 0000003631    12.5393821    52.4406893
 0000003632    12.5393825    52.4406797
 0000003633    12.5393827    52.4406753
 0000003634    12.5393829    52.4406732
 0000003635    12.5393830    52.4406723
 0000003636    12.5393831    52.4406719
 0000003637    12.5393831    52.4406717
 0000003638    12.5393832    52.4406716
 0000003639    12.5393832    52.4406716
 0000003640    12.5393832    52.4406716
 0000003641    12.5393832    52.4406716
 0000003642    12.5393832    52.4406716
 0000003643    12.5393832    52.4406716
 0000003644    12.5393832    52.4406716
 0000003645    12.5393832    52.4406716
 0000003646    12.5393832    52.4406716
 0000003647    12.5393832    52.4406716
 0000003648    12.5393832    52.4406716
 0000003649    12.5393832    52.4406716
 0000003650    12.5393832    52.4406716
 0000003651    12.5393832    52.4406716
 0000003652    12.5393832    52.4406716
 0000003653    12.5393832    52.4406716
 0000003654    12.5393832    52.4406716
 0000003655    12.5393832    52.4406716
 0000003656    12.5393832    52.4406716
 0000003657    12.5393831    52.4406717
 0000003658    12.5393831    52.4406719
 0000003659    12.5393830    52.4406723
 0000003660    12.5393829    52.4406732
 0000003661    12.5393827    52.4406753
 0000003662    12.5393825    52.4406797
 0000003663    12.5393821    52.4406893
 0000003664    12.5393815    52.4407094
 0000003665    12.5393807    52.4407503
 0000003666    12.5393794    52.4408290
 0000003667    12.5393776    52.4409614
 0000003668    12.5393753    52.4410964
 0000003669    12.5393726    52.4407403
 0000003670    12.5393710    52.4367929
 0000003671    12.5393741    52.4080607
 0000003672    12.5393803    52.1562135
 0000003673    12.5393803    52.1562135
 0000003674    12.5393741    52.4080606
 0000003675    12.5393710    52.4367929
 0000003676    12.5393726    52.4407403
 0000003677    12.5393753    52.4410964
 0000003678    12.5393777    52.4409614
 0000003679    12.5393794    52.4408290
 0000003680    12.5393807    52.4407503
 0000003681    12.5393815    52.4407094
 0000003682    12.5393821    52.4406893
 0000003683    12.5393825    52.4406797
 0000003684    12.5393827    52.4406753
 0000003685    12.5393829    52.4406732
 0000003686    12.5393830    52.4406723
 0000003687    12.5393831    52.4406719
 0000003688    12.5393832    52.4406717
 0000003689    12.5393832    52.4406716
 0000003690    12.5393832    52.4406716
 0000003691    12.5393832    52.4406716
 0000003692    12.5393832    52.4406716
 0000003693    12.5393832    52.4406716
 0000003694    12.5393832    52.4406716
 0000003695    12.5393832    52.4406716
 0000003696    12.5393832    52.4406716
 0000003697    12.5393832    52.4406716
 0000003698    12.5393832    52.4406716
 0000003699    12.5393832    52.4406716
 0000003700    12.5393832    52.4406716
 0000003701    12.5393832    52.4406716
 0000003702    12.5393832    52.4406716
 0000003703    12.5393832    52.4406716
 0000003704    12.5393832    52.4406716
 0000003705    12.5393832    52.4406716
 0000003706    12.5393832    52.4406716
 0000003707    12.5393832    52.4406716
 0000003708    12.5393832    52.4406717
 0000003709    12.5393831    52.4406719
 0000003710    12.5393830    52.4406723
 0000003711    12.5393829    52.4406732
 0000003712    12.5393827    52.4406753
 0000003713    12.5393825    52.4406797
 0000003714    12.5393821    52.4406893
 0000003715    12.5393815    52.4407094
 0000003716    12.5393807    52.4407503
 0000003717    12.5393794    52.4408290
 0000003718    12.5393777    52.4409614
 0000003719    12.5393753    52.4410964
 0000003720    12.5393726    52.4407403
 0000003721    12.5393710    52.4367929
 0000003722    12.5393741    52.4080606
 0000003723    12.5393803    52.1562135
 0000003724    12.5393803    52.1562135
 0000003725    12.5393741    52.4080606
 0000003726    12.5393710    52.4367929
 0000003727    12.5393726    52.4407403
 0000003728    12.5393753    52.4410964
 0000003729    12.5393777    52.4409614
 0000003730    12.5393794    52.4408290
 0000003731    12.5393807    52.4407503
 0000003732    12.5393815    52.4407094
 0000003733    12.5393821    52.4406893
 0000003734    12.5393825    52.4406797
 0000003735    12.5393827    52.4406753
 0000003736    12.5393829    52.4406732
 0000003737    12.5393830    52.4406723
 0000003738    12.5393831    52.4406719
 0000003739    12.5393832    52.4406717
 0000003740    12.5393832    52.4406716
 0000003741    12.5393832    52.4406716
 0000003742    12.5393832    52.4406716
 0000003743    12.5393832    52.4406716
 0000003744    12.5393832    52.4406716
 0000003745    12.5393832    52.4406716
 0000003746    12.5393832    52.4406716
 0000003747    12.5393832    52.4406716
 0000003748    12.5393832    52.4406716
 0000003749    12.5393832    52.4406716
 0000003750    12.5393832    52.4406716
 0000003751    12.5393832    52.4406716
 0000003752    12.5393832    52.4406716
 0000003753    12.5393832    52.4406716
 0000003754    12.5393832    52.4406716
 0000003755    12.5393832    52.4406716
 0000003756    12.5393832    52.4406716
 0000003757    12.5393832    52.4406716
 0000003758    12.5393832    52.4406716
 0000003759    12.5393832    52.4406717
 0000003760    12.5393831    52.4406719
 0000003761    12.5393830    52.4406723
 0000003762    12.5393829    52.4406732
 0000003763    12.5393827    52.4406753
 0000003764    12.5393825    52.4406797
 0000003765    12.5393821    52.4406893
 0000003766    12.5393815    52.4407094
 0000003767    12.5393807    52.4407503
 0000003768    12.5393794    52.4408290
 0000003769    12.5393777    52.4409614
 0000003770    12.5393753    52.4410964
 0000003771    12.5393726    52.4407403
 0000003772    12.5393710    52.4367929
 0000003773    12.5393741    52.4080606
 0000003774    12.5393803    52.1562135
 0000003775    12.5393803    52.1562135
 0000003776    12.5393741    52.4080606
 0000003777    12.5393710    52.4367929
 0000003778    12.5393726    52.4407403
 0000003779    12.5393753    52.4410964
 0000003780    12.5393777    52.4409614
 0000003781    12.5393794    52.4408290
 0000003782    12.5393807    52.4407503
 0000003783    12.5393815    52.4407094
 0000003784    12.5393821    52.4406893
 0000003785    12.5393825    52.4406797
 0000003786    12.5393827    52.4406753
 0000003787    12.5393829    52.4406732
 0000003788    12.5393830    52.4406723
 0000003789    12.5393831    52.4406719
 0000003790    12.5393832    52.4406717
 0000003791    12.5393832    52.4406716
 0000003792    12.5393832    52.4406716
 0000003793    12.5393832    52.4406716
 0000003794    12.5393832    52.4406716
 0000003795    12.5393832    52.4406716
 0000003796    12.5393832    52.4406716
 0000003797    12.5393832    52.4406716
 0000003798    12.5393832    52.4406716
 0000003799    12.5393833    52.4406716
 0000003800    12.5393833    52.4406716
 0000003801    12.5393833    52.4406716
 0000003802    12.5393832    52.4406716
 0000003803    12.5393832    52.4406716
 0000003804    12.5393832    52.4406716
 0000003805    12.5393832    52.4406716
 0000003806    12.5393832    52.4406716
 0000003807    12.5393832    52.4406716
 0000003808    12.5393832    52.4406716
 0000003809    12.5393832    52.4406716
 0000003810    12.5393832    52.4406717
 0000003811    12.5393831    52.4406719
 0000003812    12.5393830    52.4406723
 0000003813    12.5393829    52.4406732
 0000003814    12.5393827    52.4406753
 0000003815    12.5393825    52.4406797
 0000003816    12.5393821    52.4406893
 0000003817    12.5393815    52.4407094
 0000003818    12.5393807    52.4407503
 0000003819    12.5393794    52.4408290
 0000003820    12.5393777    52.4409614
 0000003821    12.5393753    52.4410964
 0000003822    12.5393726    52.4407403
 0000003823    12.5393710    52.4367929
 0000003824    12.5393741    52.4080606
 0000003825    12.5393803    52.1562135
 0000003826    12.5393803    52.1562135
 0000003827    12.5393741    52.4080606
 0000003828    12.5393710    52.4367929
 0000003829    12.5393726    52.4407403
 0000003830    12.5393753    52.4410964
 0000003831    12.5393777    52.4409614
 0000003832    12.5393794    52.4408290
 0000003833    12.5393807    52.4407503
 0000003834    12.5393815    52.4407094
 0000003835    12.5393821    52.4406893
 0000003836    12.5393825    52.4406797
 0000003837    12.5393827    52.4406753
 0000003838    12.5393829    52.4406732
 0000003839    12.5393830    52.4406723
 0000003840    12.5393831    52.4406719
 0000003841    12.5393832    52.4406717
 0000003842    12.5393832    52.4406716
 0000003843    12.5393832    52.4406716
 0000003844    12.5393832    52.4406716
 0000003845    12.5393832    52.4406716
 0000003846    12.5393832    52.4406716
 0000003847    12.5393832    52.4406716
 0000003848    12.5393832    52.4406716
 0000003849    12.5393833    52.4406716
 0000003850    12.5393833    52.4406716
 0000003851    12.5393833    52.4406716
 0000003852    12.5393833    52.4406716
 0000003853    12.5393833    52.4406716
 0000003854    12.5393832    52.4406716
 0000003855    12.5393832    52.4406716
 0000003856    12.5393832    52.4406716
 0000003857    12.5393832    52.4406716
 0000003858    12.5393832    52.4406716
 0000003859    12.5393832    52.4406716
 0000003860    12.5393832    52.4406716
 0000003861    12.5393832    52.4406717
 0000003862    12.5393831    52.4406719
 0000003863    12.5393830    52.4406723
 0000003864    12.5393829    52.4406732
 0000003865    12.5393827    52.4406753
 0000003866    12.5393825    52.4406797
 0000003867    12.5393821    52.4406893
 0000003868    12.5393815    52.4407094
 0000003869    12.5393807    52.4407503
 0000003870    12.5393794    52.4408290
 0000003871    12.5393777    52.4409614
 0000003872    12.5393753    52.4410964
 0000003873    12.5393726    52.4407403
 0000003874    12.5393710    52.4367929
 0000003875    12.5393741    52.4080606
 0000003876    12.5393803    52.1562135
 0000003877    12.5393803    52.1562135
 0000003878    12.5393741    52.4080606
 0000003879    12.5393710    52.4367929
 0000003880    12.5393726    52.4407403
 0000003881    12.5393753    52.4410964
 0000003882    12.5393777    52.4409614
 0000003883    12.5393794    52.4408290
 0000003884    12.5393807    52.4407503
 0000003885    12.5393815    52.4407094
 0000003886    12.5393821    52.4406893
 0000003887    12.5393825    52.4406797
 0000003888    12.5393827    52.4406753
 0000003889    12.5393829    52.4406732
 0000003890    12.5393830    52.4406723
 0000003891    12.5393831    52.4406719
 0000003892    12.5393832    52.4406717
 0000003893    12.5393832    52.4406716
 0000003894    12.5393832    52.4406716
 0000003895    12.5393832    52.4406716
 0000003896    12.5393832    52.4406716
 0000003897    12.5393832    52.4406716
 0000003898    12.5393832    52.4406716
 0000003899    12.5393832    52.4406716
 0000003900    12.5393833    52.4406716
 0000003901    12.5393833    52.4406716
 0000003902    12.5393833    52.4406716
 0000003903    12.5393833    52.4406716
 0000003904    12.5393833    52.4406716
 0000003905    12.5393832    52.4406716
 0000003906    12.5393832    52.4406716
 0000003907    12.5393832    52.4406716
 0000003908    12.5393832    52.4406716
 0000003909    12.5393832    52.4406716
 0000003910    12.5393832    52.4406716
 0000003911    12.5393832    52.4406716
 0000003912    12.5393832    52.4406717
 0000003913    12.5393831    52.4406719
 0000003914    12.5393830    52.4406723
 0000003915    12.5393829    52.4406732
 0000003916    12.5393827    52.4406753
 0000003917    12.5393825    52.4406797
 0000003918    12.5393821    52.4406893
 0000003919    12.5393815    52.4407094
 0000003920    12.5393807    52.4407503
 0000003921    12.5393794    52.4408290
 0000003922    12.5393777    52.4409614
 0000003923    12.5393753    52.4410964
 0000003924    12.5393726    52.4407403
 0000003925    12.5393710    52.4367929
 0000003926    12.5393741    52.4080606
 0000003927    12.5393803    52.1562135
 0000003928    12.5393803    52.1562135
 0000003929    12.5393741    52.4080606
 0000003930    12.5393710    52.4367929
 0000003931    12.5393726    52.4407403
 0000003932    12.5393753    52.4410964
 0000003933    12.5393777    52.4409614
 0000003934    12.5393794    52.4408290
 0000003935    12.5393807    52.4407503
 0000003936    12.5393815    52.4407094
 0000003937    12.5393821    52.4406893
 0000003938    12.5393825    52.4406797
 0000003939    12.5393827    52.4406753
 0000003940    12.5393829    52.4406732
 0000003941    12.5393830    52.4406723
 0000003942    12.5393831    52.4406719
 0000003943    12.5393832    52.4406717
 0000003944    12.5393832    52.4406716
 0000003945    12.5393832    52.4406716
 0000003946    12.5393832    52.4406716
 0000003947    12.5393832    52.4406716
 0000003948    12.5393832    52.4406716
 0000003949    12.5393832    52.4406716
 0000003950    12.5393832    52.4406716
 0000003951    12.5393833    52.4406716
 0000003952    12.5393833    52.4406716
 0000003953    12.5393833    52.4406716
 0000003954    12.5393833    52.4406716
 0000003955    12.5393833    52.4406716
 0000003956    12.5393832    52.4406716
 0000003957    12.5393832    52.4406716
 0000003958    12.5393832    52.4406716
 0000003959    12.5393832    52.4406716
 0000003960    12.5393832    52.4406716
 0000003961    12.5393832    52.4406716
 0000003962    12.5393832    52.4406716
 0000003963    12.5393832    52.4406717
 0000003964    12.5393831    52.4406719
 0000003965    12.5393830    52.4406723
 0000003966    12.5393829    52.4406732
 0000003967    12.5393827    52.4406753
 0000003968    12.5393825    52.4406797
 0000003969    12.5393821    52.4406893
 0000003970    12.5393815    52.4407094
 0000003971    12.5393807    52.4407503
 0000003972    12.5393794    52.4408290
 0000003973    12.5393777    52.4409614
 0000003974    12.5393753    52.4410964
 0000003975    12.5393726    52.4407403
 0000003976    12.5393710    52.4367929
 0000003977    12.5393741    52.4080606
 0000003978    12.5393803    52.1562135
 0000003979    12.5393803    52.1562135
 0000003980    12.5393741    52.4080606
 0000003981    12.5393710    52.4367929
 0000003982    12.5393726    52.4407403
 0000003983    12.5393753    52.4410964
 0000003984    12.5393777    52.4409614
 0000003985    12.5393794    52.4408290
 0000003986    12.5393807    52.4407503
 0000003987    12.5393815    52.4407094
 0000003988    12.5393821    52.4406893
 0000003989    12.5393825    52.4406797
 0000003990    12.5393827    52.4406753
 0000003991    12.5393829    52.4406732
 0000003992    12.5393830    52.4406723
 0000003993    12.5393831    52.4406719
 0000003994    12.5393832    52.4406717
 0000003995    12.5393832    52.4406716
 0000003996    12.5393832    52.4406716
 0000003997    12.5393832    52.4406716
 0000003998    12.5393832    52.4406716
 0000003999    12.5393832    52.4406716
 0000004000    12.5393832    52.4406716
 0000004001    12.5393832    52.4406716
 0000004002    12.5393832    52.4406716
 0000004003    12.5393833    52.4406716
 0000004004    12.5393833    52.4406716
 0000004005    12.5393833    52.4406716
 0000004006    12.5393832    52.4406716
 0000004007    12.5393832    52.4406716
 0000004008    12.5393832    52.4406716
 0000004009    12.5393832    52.4406716
 0000004010    12.5393832    52.4406716
 0000004011    12.5393832    52.4406716
 0000004012    12.5393832    52.4406716
 0000004013    12.5393832    52.4406716
 0000004014    12.5393832    52.4406717
 0000004015    12.5393831    52.4406719
 0000004016    12.5393830    52.4406723
 0000004017    12.5393829    52.4406732
 0000004018    12.5393827    52.4406753
 0000004019    12.5393825    52.4406797
 0000004020    12.5393821    52.4406893
 0000004021    12.5393815    52.4407094
 0000004022    12.5393807    52.4407503
 0000004023    12.5393794    52.4408290
 0000004024    12.5393777    52.4409614
 0000004025    12.5393753    52.4410964
 0000004026    12.5393726    52.4407403
 0000004027    12.5393710    52.4367929
 0000004028    12.5393741    52.4080606
 0000004029    12.5393803    52.1562135
 0000004030    12.5393803    52.1562135
 0000004031    12.5393741    52.4080606
 0000004032    12.5393710    52.4367929
 0000004033    12.5393726    52.4407403
 0000004034    12.5393753    52.4410964
 0000004035    12.5393777    52.4409614
 0000004036    12.5393794    52.4408290
 0000004037    12.5393807    52.4407503
 0000004038    12.5393815    52.4407094
 0000004039    12.5393821    52.4406893
 0000004040    12.5393825    52.4406797
 0000004041    12.5393827    52.4406753
 0000004042    12.5393829    52.4406732
 0000004043    12.5393830    52.4406723
 0000004044    12.5393831    52.4406719
 0000004045    12.5393832    52.4406717
 0000004046    12.5393832    52.4406716
 0000004047    12.5393832    52.4406716
 0000004048    12.5393832    52.4406716
 0000004049    12.5393832    52.4406716
 0000004050    12.5393832    52.4406716
 0000004051    12.5393832    52.4406716
 0000004052    12.5393832    52.4406716
 0000004053    12.5393832    52.4406716
 0000004054    12.5393832    52.4406716
 0000004055    12.5393832    52.4406716
 0000004056    12.5393832    52.4406716
 0000004057    12.5393832    52.4406716
 0000004058    12.5393832    52.4406716
 0000004059    12.5393832    52.4406716
 0000004060    12.5393832    52.4406716
 0000004061    12.5393832    52.4406716
 0000004062    12.5393832    52.4406716
 0000004063    12.5393832    52.4406716
 0000004064    12.5393832    52.4406716
 0000004065    12.5393832    52.4406717
 0000004066    12.5393831    52.4406719
 0000004067    12.5393830    52.4406723
 0000004068    12.5393829    52.4406732
 0000004069    12.5393827    52.4406753
 0000004070    12.5393825    52.4406797
 0000004071    12.5393821    52.4406893
 0000004072    12.5393815    52.4407094
 0000004073    12.5393807    52.4407503
 0000004074    12.5393794    52.4408290
 0000004075    12.5393777    52.4409614
 0000004076    12.5393753    52.4410964
 0000004077    12.5393726    52.4407403
 0000004078    12.5393710    52.4367929
 0000004079    12.5393741    52.4080606
 0000004080    12.5393803    52.1562135
 0000004081    12.5393803    52.1562135
 0000004082    12.5393741    52.4080606
 0000004083    12.5393710    52.4367929
 0000004084    12.5393726    52.4407403
 0000004085    12.5393753    52.4410964
 0000004086    12.5393777    52.4409614
 0000004087    12.5393794    52.4408290
 0000004088    12.5393807    52.4407503
 0000004089    12.5393815    52.4407094
 0000004090    12.5393821    52.4406893
 0000004091    12.5393825    52.4406797
 0000004092    12.5393827    52.4406753
 0000004093    12.5393829    52.4406732
 0000004094    12.5393830    52.4406723
 0000004095    12.5393831    52.4406719
 0000004096    12.5393832    52.4406717
 0000004097    12.5393832    52.4406716
 0000004098    12.5393832    52.4406716
 0000004099    12.5393832    52.4406716
 0000004100    12.5393832    52.4406716
 0000004101    12.5393832    52.4406716
 0000004102    12.5393832    52.4406716
 0000004103    12.5393832    52.4406716
 0000004104    12.5393832    52.4406716
 0000004105    12.5393832    52.4406716
 0000004106    12.5393832    52.4406716
 0000004107    12.5393832    52.4406716
 0000004108    12.5393832    52.4406716
 0000004109    12.5393832    52.4406716
 0000004110    12.5393832    52.4406716
 0000004111    12.5393832    52.4406716
 0000004112    12.5393832    52.4406716
 0000004113    12.5393832    52.4406716
 0000004114    12.5393832    52.4406716
 0000004115    12.5393832    52.4406716
 0000004116    12.5393832    52.4406717
 0000004117    12.5393831    52.4406719
 0000004118    12.5393830    52.4406723
 0000004119    12.5393829    52.4406732
 0000004120    12.5393827    52.4406753
 0000004121    12.5393825    52.4406797
 0000004122    12.5393821    52.4406893
 0000004123    12.5393815    52.4407094
 0000004124    12.5393807    52.4407503
 0000004125    12.5393794    52.4408290
 0000004126    12.5393777    52.4409614
 0000004127    12.5393753    52.4410964
 0000004128    12.5393726    52.4407403
 0000004129    12.5393710    52.4367929
 0000004130    12.5393741    52.4080606
 0000004131    12.5393803    52.1562135
 0000004132    12.5393803    52.1562135
 0000004133    12.5393741    52.4080607
 0000004134    12.5393710    52.4367929
 0000004135    12.5393726    52.4407403
 0000004136    12.5393753    52.4410964
 0000004137    12.5393776    52.4409614
 0000004138    12.5393794    52.4408290
 0000004139    12.5393807    52.4407503
 0000004140    12.5393815    52.4407094
 0000004141    12.5393821    52.4406893
 0000004142    12.5393825    52.4406797
 0000004143    12.5393827    52.4406753
 0000004144    12.5393829    52.4406732
 0000004145    12.5393830    52.4406723
 0000004146    12.5393831    52.4406719
 0000004147    12.5393831    52.4406717
 0000004148    12.5393832    52.4406716
 0000004149    12.5393832    52.4406716
 0000004150    12.5393832    52.4406716
 0000004151    12.5393832    52.4406716
 0000004152    12.5393832    52.4406716
 0000004153    12.5393832    52.4406716
 0000004154    12.5393832    52.4406716
 0000004155    12.5393832    52.4406716
 0000004156    12.5393832    52.4406716
 0000004157    12.5393832    52.4406716
 0000004158    12.5393832    52.4406716
 0000004159    12.5393832    52.4406716
 0000004160    12.5393832    52.4406716
 0000004161    12.5393832    52.4406716
 0000004162    12.5393832    52.4406716
 0000004163    12.5393832    52.4406716
 0000004164    12.5393832    52.4406716
 0000004165    12.5393832    52.4406716
 0000004166    12.5393832    52.4406716
 0000004167    12.5393831    52.4406717
 0000004168    12.5393831    52.4406719
 0000004169    12.5393830    52.4406723
 0000004170    12.5393829    52.4406732
 0000004171    12.5393827    52.4406753
 0000004172    12.5393825    52.4406797
 0000004173    12.5393821    52.4406893
 0000004174    12.5393815    52.4407094
 0000004175    12.5393807    52.4407503
 0000004176    12.5393794    52.4408290
 0000004177    12.5393776    52.4409614
 0000004178    12.5393753    52.4410964
 0000004179    12.5393726    52.4407403
 0000004180    12.5393710    52.4367929
 0000004181    12.5393741    52.4080607
 0000004182    12.5393803    52.1562135
 0000004183    12.5393803    52.1562135
 0000004184    12.5393740    52.4080607
 0000004185    12.5393710    52.4367929
 0000004186    12.5393726    52.4407403
 0000004187    12.5393753    52.4410964
 0000004188    12.5393776    52.4409614
 0000004189    12.5393794    52.4408290
 0000004190    12.5393807    52.4407503
 0000004191    12.5393815    52.4407094
 0000004192    12.5393821    52.4406893
 0000004193    12.5393825    52.4406797
 0000004194    12.5393827    52.4406753
 0000004195    12.5393829    52.4406732
 0000004196    12.5393830    52.4406723
 0000004197    12.5393831    52.4406719
 0000004198    12.5393831    52.4406717
 0000004199    12.5393832    52.4406716
 0000004200    12.5393832    52.4406716
 0000004201    12.5393832    52.4406716
 0000004202    12.5393832    52.4406716
 0000004203    12.5393832    52.4406716
 0000004204    12.5393832    52.4406716
 0000004205    12.5393832    52.4406716
 0000004206    12.5393832    52.4406716
 0000004207    12.5393832    52.4406716
 0000004208    12.5393832    52.4406716
 0000004209    12.5393832    52.4406716
 0000004210    12.5393832    52.4406716
 0000004211    12.5393832    52.4406716
 0000004212    12.5393832    52.4406716
 0000004213    12.5393832    52.4406716
 0000004214    12.5393832    52.4406716
 0000004215    12.5393832    52.4406716
 0000004216    12.5393832    52.4406716
 0000004217    12.5393832    52.4406716
 0000004218    12.5393831    52.4406717
 0000004219    12.5393831    52.4406719
 0000004220    12.5393830    52.4406723
 0000004221    12.5393829    52.4406732
 0000004222    12.5393827    52.4406753
 0000004223    12.5393825    52.4406797
 0000004224    12.5393821    52.4406893
 0000004225    12.5393815    52.4407094
 0000004226    12.5393807    52.4407503
 0000004227    12.5393794    52.4408290
 0000004228    12.5393776    52.4409614
 0000004229    12.5393753    52.4410964
 0000004230    12.5393726    52.4407403
 0000004231    12.5393710    52.4367929
 0000004232    12.5393740    52.4080607
 0000004233    12.5393803    52.1562135
 0000004234    12.5393803    52.1562136
 0000004235    12.5393740    52.4080607
 0000004236    12.5393710    52.4367929
 0000004237    12.5393726    52.4407403
 0000004238    12.5393753    52.4410964
 0000004239    12.5393776    52.4409614
 0000004240    12.5393794    52.4408290
 0000004241    12.5393807    52.4407503
 0000004242    12.5393815    52.4407094
 0000004243    12.5393821    52.4406893
 0000004244    12.5393825    52.4406797
 0000004245    12.5393827    52.4406753
 0000004246    12.5393829    52.4406733
 0000004247    12.5393830    52.4406723
 0000004248    12.5393831    52.4406719
 0000004249    12.5393831    52.4406717
 0000004250    12.5393832    52.4406716
 0000004251    12.5393832    52.4406716
 0000004252    12.5393832    52.4406716
 0000004253    12.5393832    52.4406716
 0000004254    12.5393832    52.4406716
 0000004255    12.5393832    52.4406716
 0000004256    12.5393832    52.4406716
 0000004257    12.5393832    52.4406716
 0000004258    12.5393832    52.4406716
 0000004259    12.5393832    52.4406716
 0000004260    12.5393832    52.4406716
 0000004261    12.5393832    52.4406716
 0000004262    12.5393832    52.4406716
 0000004263    12.5393832    52.4406716
 0000004264    12.5393832    52.4406716
